message,Y
"The administration should extend all possible help to the people of Varanasi with utmost sensitivity PM narendramodi 

Interacts with regional public representatives and officials on Covid-19 in Varanasi

",1
Goverment is actively working to ensure affordable availability of Remdesivir in the country. Remdesivir's production in the country will soon be doubled to nearly 3 lakh vials per day   Union Minister mansukhmandviya ,1
"Mega tourism promotion event  Tapping the Potential of Kashmir Another Day in Paradise  organized recently at Srinagar highlights the tourism potential of Jammu &amp; Kashmir in a big way

Details ",1
"""My mask protects you, and your mask protects me""

Wearing a face mask can reduce the spread of COVID19 substantially

Follow COVID appropriate behaviour to keep yourself and everybody safe.

Unite2FightCorona StaySafe LargestVaccineDrive ",1
"This Gurudwara's origin is based around the legend that when Sri GuruTegBahadur Ji returned to Patna after his four-year-long odysseys in the east, he stayed in this Bagh belonging to nobles of Patna

AmritMahotsav ",1
"Gujarat, Maharashtra, Rajasthan, Uttar Pradesh alone have administered more than 1 Crore vaccines each

79% of New Cases are being reported from 10 States 2/2

Read details ",1
"India s Cumulative Vaccination Coverage exceeds 12Crores with over 26 Lakh doses given in the last 24 hours

India took only 92 days to reach 12 crore vaccinations, the fastest country across the world 1/2

Read details ",1
" Innovative Tributes to Bravehearts  competition organised by Gallantry Awards portal

Participants invited from all over India to recommend unique and innovative tributes to honour Gallantry Awards Winners

 ",1
"IndianRailways takes various measures to contain the spread of the resurgence of the COVID19 pandemic

Wearing a face cover/ mask is compulsory in railway premises (including trains)

Fines upto  500 shall be imposed for not wearing masks

 ",1
"Polling in 15,789 polling stations spread across 45 assembly constituencies in West Bengal phase-5 elections, bye-election in two parliamentary constituencies and 12 assembly constituencies across 10 States conducted peacefully today

Details ",1
"National climate vulnerability assessment identifies 8 eastern states as highly vulnerable to climatechange

Extreme events are on the rise both in terms of their number and severity Secretary, IndiaDST 

 ",1
"Maharashtra has so far received the highest quantity of oxygen in India.

We are currently producing 110% of oxygen generating capacity and diverting all available oxygen from industrial use to medical use.

- Union Minister PiyushGoyal 

 ",1
"Union Government assisting Maharashtra in the supply of Remdesivir in every manner Union Minister mansukhmandviya

 ",1
"Madhya Pradesh plans to provide 22 lakh tap water connections by March, 2022 under the Jal Jeevan Mission

The State has provided 19.89 lakh tap water connections and has been one of the top performers in the country 

 ",1
"Prime Minister narendramodi condoles the demise of actor Vivek

 ️",1
"Health Minister drharshvardhan emphasizes that there is no shortage of vaccine &amp; strongly pushes for the further ramping up of vaccination exercise.

He assures continued support of Govt. of India to the States in their fight against COVID19.



(2/2) ",1
"Health Minister drharshvardhan reviews the availability of oxygen, ventilators, manpower, medicines, hospital beds with 11 States/UT reporting a surge in COVID19 cases

Unite2FightCorona 

 

(1/2) ",1
"COVID19India updates

 ️ 2,34,692 new cases registered in the last 24 hours;  79.32% of them are from 10 States including Maharashtra, UP &amp; Delhi

 ️ Active caseload (16,79,740) now comprises 11.56% of total positive cases

Unite2FightCorona



(2/2) ",1
"COVID19India updates

 ️ India s cumulative vaccination coverage nears 12 crores; over 30 lakh doses given in the last 24 hours

 ️ Eight states account for 59.56% of the total doses given so far in the country

LargestVaccineDrive 

 

(1/2) ",1
"Prime Minister narendramodi calls Acharya Mahamandaleshwar Swamy AvdheshanandG; requests to keep KumbhMela symbolic after two shahi snan

 ️",1
"Gurdwara Sri GuruTeghBahadur Sahib in Dhubri,Assam is one of the holiest shrines of Sikh community, nestled alongside the coast of river Brahmaputra

Devotees from across the world visit this shrine to mark the martyrdom of 9th Sikh Guru, Sri Guru Tegh Bahadur Ji

AmritMahotsav ",1
"""My mask protects you, and your mask protects me""

Wearing a face mask can reduce the spread of COVID19 substantially  

Follow COVID appropriate behaviour to keep yourself and everybody safe.

Unite2FightCorona StaySafe LargestVaccineDrive ",1
"The IAF Commanders  Conference 2021, themed  Reorienting for the Future  concluded at Air HQs on 16th April 2021

The three-day conference saw detailed deliberations on ways and means to enhance the operational capabilities of the IAF_MCC. 

 ",1
"Union Minister DrJitendraSingh addresses  Amazon Sambhav online Summit 

NE region to emerge as the business destination of the entire Indian subcontinent in the Post-COVID era Union Minister DrJitendraSingh 

 ",1
"Under Atmanirbhar Bharat 3.0 Mission COVID Suraksha, DBTIndia is providing financial support as Grant to vaccine manufacturing facilities for enhanced production capacities. 

 ",1
"On the 400th Prakash Purab of Sri GuruTeghBahadur Ji, let's remember his ideals &amp; virtues of bravery, courage, and sacrifice.

AmritMahotsav ",1
"Delhi's Gurudwara Sis Ganj Sahib was first established in 1783 and it marks the site where Sri GuruTeghBahadur Ji was beheaded on the orders of Mughal emperor Aurangzeb

AmritMahotsav ",1
"Manipur presents its annual action plan under Jal Jeevan Mission, plans for 100% coverage by March, 2022

The State provided 1.96 lakh new tap connections in 2020-21 despite the COVID19 pandemic

 ",1
"Health Minister drharshvardhan reviews preparedness of AIIMS New Delhi in light of recent surge of COVID19 cases in the Capital; says, ""COVID appropriate behaviour is the biggest social tool we have to break the chain""

 

 ",1
"Union Home Secretary reviews COVID19 status and public health measures for its containment &amp; management taken by Chhattisgarh and Uttar Pradesh

These are the only three States in the country that have more than one lakh active cases.

 ",1
"Southwest monsoon seasonal (June to September) rainfall over the country as a whole is most likely to be normal at 96 to 104 % of Long Period Average ️ ️

Details here ",1
"Union Education Minister DrRPNishank launches affordable &amp; long-lasting hygiene product DuroKea series, developed by IITHyderabad researchers

It kills 99.99% of germs instantly &amp; leaves behind the long-lasting protective nanoscale coating up to 35 days

",1
"PM narendramodi urges officials to ensure seamless &amp; free movement of tankers carrying oxygen throughout the country.

Govt. has exempted all interstate movement of oxygen tankers from registration of permits to enable easier movement.

 

(2/2)",1
"PM narendramodi reviews status of oxygen availability to ensure adequate supply in the country

Centre &amp; States are in regular contact and estimates for projected demand have been shared with States as on 20th April, 25th April &amp; 30th April.

 

(1/2)",1
"Always wear a mask properly covering your mouth and nose 

Get yourself vaccinated 

Follow COVID appropriate behaviour 

Unite2FightCorona StaySafe LargestVaccineDrive ",1
"National level climate vulnerability assessment report to be released on 17th April, 2021

It will benefit climate-vulnerable communities across India through the development of better-designed climate change adaptation projects.

 ",1
" 110 crore ROPAX (Roll-on/Roll-off Passenger) Jetty project to come up on river Dhamara in Odisha

The project will reduce travel time between Kaninali and Talachua from 6 hours by road to 1 hour by waterway

 ",1
".tourismgoi signs MOUs with Online Travel Companies to strengthen hospitality and tourism industry

The primary objective of this MoU is to provide extensive visibility to accommodation units that have self-certified themselves on SAATHI on OTA platform.

",1
"India marks four successful decades of scientific endeavour in Antarctica with the return of the 40th Scientific Expedition to Antarctica in April 2021

 ",1
".MoHFW_INDIA advises the Central Ministries and their PSUs to dedicate their hospital beds for COVID19 management in States/UTs

Details of such dedicated hospitals/blocks to be also provided to the public



 ",1
"COVID19India updates

 ️ 2,17,353 new cases registered in the last 24 hours; 79% of them are from 10 States

 ️ Maharashtra reports the highest daily new cases at 61,695, followed by Uttar Pradesh(22,339) &amp; Delhi (16,699)

Unite2FightCorona

 

(2/2) ",1
"COVID19India updates

 ️ India s cumulative vaccination coverage exceeds 11.72 crores; over 27 lakh doses given in the last 24 hours

 ️ Eight states account for 59.63% of the total doses given so far in the country

LargestVaccineDrive 

 

(1/2) ",1
"Update on medical oxygen availability

Empowered Group 2 initiates mapping of 12 high burden States to oxygen sources

100 new hospitals to have their own oxygen plant under PMCaresFund

 

 ",1
"Union Minister DrJitendraSingh says, Northeast has had a rich tradition of women entrepreneurship; calls upon FICCIFLO to promote women entrepreneurship in bamboo industry

 ",1
"India holds National Dialogue on UN Food Systems Summit 2021

The day-long deliberations were attended by farmers organisations, farmer producer organisations, civil society organisations, research institutions&amp; experts and the government agencies.

 ",1
"Secretary MeitY, Ajay Prakash Sawhney inaugurates three new initiatives/services of National Internet Exchange of India

1 IPv6 Expert Panel (IP Guru)
2 NIXI Academy
3 NIXI-IP-INDEX

Details ",1
"Result of Combined Section Officers / Stenographers  Examination-2015

Check here 

 ️",1
"Indian Coast Guard apprehends Pakistani boat with 30 kgs of heroin off Jakhau, Gujarat

Eight Pakistani nationals have also been arrested

 ",1
"Union Minister dpradhanbjp addresses Hydrogen Economy New Delhi Dialogue   2021; says, ""PetroleumMin is committed to augment the hydrogen supply chain infrastructure in the country""

 ",1
"Defence Minister rajnathsingh addresses the biannual IAF Commanders  Conference (AFCC-21); congratulates IAF_MCC for ensuring a timely and befitting response to the sudden developments in Eastern Ladakh

 ",1
"Punjab develops improved crop and vegetable varieties that are rich in nutrients and can make valuable contributions to the nutritional requirements of the country

Details ",1
"Alumni meets organized across the country by States/UTs under Deen Dayal Upadhyaya Kaushalya Yojana (DDU-GKY), commemorating 75 years of independence

AmritMahotsav IndiaAt75 

 ",1
"Union Home Secretary chairs high-level meeting to review the status of COVID19 and public health measures taken by Madhya Pradesh

State health authorities asked to ensure rational utilization of oxygen in hospitals 

Details ",1
"Union Minister DrRPNishank addresses 34th convocation of Indira Gandhi National Open University

IGNOU confers 2, 37,844 degrees, diplomas and certificates at the convocation

Details ",1
"Transport 4 All Challenge aims to bring together cities, citizen groups, and start-ups to develop solutions that improve public transport to better serve the needs of all citizens.

 

(2/2)",1
"Union Minister HardeepSPuri launches the EatSmart Cities Challenge and Transport 4 All Challenge

EatSmart Cities Challenge will nudge the urban populace to make the right food choices and help build a healthier and happier nation

 

(1/2) ",1
".MoHFW_INDIA issues regulatory pathways for foreign-produced COVID19 vaccines

First 100 beneficiaries of such vaccines shall be assessed for 7 days for safety outcomes before it is rolled out for further vaccination program

Details ",1
"COVID19 UPDATES

 ️Maharashtra reports the highest daily new cases at 58,952 followed by Uttar Pradesh with 20,439 while Delhi reports 17,282 new cases.

 ️81% of the new cases (2,00,739) are reported from 10 states.

Unite2FightCorona 

Details ",1
"COVID19 UPDATES

 ️India s cumulative vaccination coverage exceeds 11.44 crores; over 33 lakh doses given in the last 24 hours

 ️Eight states account for 59.76% of the total doses given so far in the country

LargestVaccineDrive

Details 

(1/2) ",1
"Index numbers of wholesale price in India for the month of March, 2021 

Details ",1
"Recruitment results finalized by the Union Public Service Commission (UPSC) during the month of March, 2021

Full list 

 ️",1
"Weather update ️ ️

Thunderstorm with lightning &amp; gusty wind likely at isolated places over Sub-Himalayan West Bengal, Sikkim, Assam, Meghalaya, Nagaland, Manipur, Mizoram &amp; Tripura on 19th April

 

(2/2)",1
"Weather update ️ ️

Heavy rainfall very likely at isolated places over Coastal &amp; South Interior Karnataka, Kerala &amp; Mahe and Tamilnadu, Puducherry &amp; Karaikal on 16th April

 

(1/2)",1
"No heatwave conditions likely over the country on 15th April

Highest maximum temperature of 42.8°C reported at Nowgong (East Uttar Pradesh) on 14th April

 ",1
"TikaUtsav witnesses growth in number of COVID19 vaccination centres &amp; daily vaccinations

 ️More than 1.28 crore doses administered

 ️Maharashtra, Rajasthan &amp; Uttar Pradesh administer more than 1 crore vaccinations cumulatively

LargestVaccineDrive 

 ️",1
"COVID19India updates

Empowered Group 2 initiates action to avoid panic regarding the availability of medical oxygen

India s daily production capacity (7287 MT) and stock (50,000 MT) comfortably more than daily consumption (3842 MT) at present

Details ",1
"Prime Minister narendramodi greets people on Poyla Boishakh

",1
"We are better prepared today as compared to last year because the nation has ramped up infrastructure over the course of past one year. We now have vaccines which are safe and effective Vice President MVenkaiahNaidu 



Details 

(2/2) ",1
"Vice President MVenkaiahNaidu urges people to adopt COVID19 appropriate behavior; calls for implementing the strategy of  Test track and treat  with renewed vigor to counter the spread of coronavirus



Details 

(1/2) ",1
"PM narendramodi emphasized the significance of increasing tracking, tracing and testing, and said that RTPCR testing needs to be increased from 60% to 70%.

 

(2/2) ",1
"Prime Minister narendramodi interacts with the Governors of States on the COVID19 situation and vaccination drive in the country

Government is committed to ensuring adequate availability of vaccines PM

 

(1/2) ",1
Online Grievance Management Portal  of National Commission for Scheduled Castes will help for registering complaints against the exploitation of Scheduled Castes Minister of State for Social Justice &amp; Empowerment kataria4ambala ,1
"Union Minister rsprasad launches  Online Grievance Management Portal  of National Commission for Scheduled Castes NCSC_GoI

The online mechanism for filing the complaint by the aggrieved person belonging to Scheduled Castes ",1
"Union Minister drharshvardhan takes inspiration from Bharat Ratna Babasaheb Dr. B. R. Ambedkar on the Third Anniversary of Ayushman Bharat-HWC Rollout for Jan Andolan on Health Awareness

75,532 Health &amp; Wellness Centers operationalized so far

 ",1
"Inaugural Edition of The Hydrogen Economy   New Delhi Dialogue 2021

Hydrogen Roundtable being Organised by The Energy Forum and FIPI under the aegis of Ministry of Petroleum and Natural Gas on 15th April 2021

 ",1
".AIMtoInnovate &amp; Dassault3DS announces partnership for seeding future innovators &amp; entrepreneurs

Dassault3DS  shall design &amp; organise innovative challenges, promoting problem-solving skills, scientific &amp; technology-based exploratory learning skills

",1
"Government approves stepping up of production of Remdesivir

Remdesivir supplies of approximately 4 lakh vials meant for Export is being diverted by manufacturers to fulfill the domestic requirement.

 ",1
"LIVE Union Minister rsprasad launches  Online Grievance Management Portal  of National Commission for Scheduled Castes 
NCSC_GoI
 
 

 

 
 ",1
"Dr. Ambedkar envisaged such a society where social harmony and equality should prevail. For this purpose, he dedicated his entire life towards society and the Nation.

AmbedkarJayanti AmritMahotsav ",1
".moayush s manufacturing unit  Indian Medicines Pharmaceutical Corporation Limited achieves highest ever turnover, crosses revenue Rs 160 Crore

 ",1
"Fund raising for Public Issues and Rights Issues registered an increase of 115% and 15% respectively in FY 2020-21

Number of issues in Corporate Bond Market increased by 10% in FY 2020-21

 ",1
"Steps taken by the Government to ensure availability of fertilizers during Kharif 2021 season

Secretary (Fertilizers) indicated a comfortable Urea availability across all the states during the ongoing Kharif 2021 season.

 ",1
"Union Minister rsprasad will launch  Online Grievance Management Portal  of National Commission for Scheduled Castes NCSC_GoI 

  National Media Centre, New Delhi 

  400 PM 

 

 

 ",1
"Prime Minister narendramodi addresses the Association of Indian Universities  95th Annual Meet and National Seminar of Vice-Chancellors

Releases four books on Babasaheb DrBRAmbedkar

 ",1
"The Board Exams for Class Xth to be held from 4th May to June 14th, 2021 are hereby cancelled. The results of Class Xth Board will be prepared on the basis of an objective criterion to be developed by the Board. 
(3/3)

 CBSEboard 

 ",1
"Board Exams for Class XIIth to be held from May 4th to June, 14th, 2021 are hereby postponed. These exams will be held hereafter.

The situation will be reviewed on 1st June 2021 by the Board, and details will be shared subsequently. 2/3

CBSEboard

 ",1
"Prime Minister narendramodi chaired a high-level meeting to review the examinations to be held at various levels in view of the developing Corona situation

An overview was given on the X and XII board exam to be held from next month. (1/3)

 ",1
"Dr. Ambedkar was a key figure in ensuring the right of women to divorce, the right of inheritance to daughters, and the right of widows to equal property rights.

AmbedkarJayanti 

AmritMahotsav ",1
"On the occasion of AmbedkarJayanti, let us take inspiration from Dr. Ambedkar's great stature, struggle and values.

AmritMahotsav ",1
"COVID19 UPDATES

India s Cumulative Vaccination Coverage exceeds 11 Crores on the 4th day of TikaUtsav 

 ️More than 26 Crores tests conducted with 14 Lakh tests in the last 24 hours

 ️82% of New Cases are being reported from 10 States

 ",1
"Union Minister drharshvardhan announces launch of `Aahaar Kranti 

Aahaar Kranti launched as a public movement on the first day of Ma Annapurna s Chaitra Navaratri

 ",1
"COVID19 is a Gangstar till the vaccine walks in.

Follow COVID-appropriate behaviour and Get your loved ones vaccinated this TeekaUtsav

 Unite2FightCorona  ",1
"FreedomChronicles

Paying tributes to 'Shaheed-E-Azam' Sardar Udham Singh who went to the gallows for avenging the barbaric JallianwalaBagh massacre. His sacrifice, valour, and courage inspire us and will be forever etched in our hearts &amp; history.

AmritMahotsav ",1
"India can prove to be the most natural ally for the European Union Union Minister PiyushGoyal while addressing the ambassadors of the EU member states today.

 ",1
".NHAI_Official to make Network Survey Vehicle (NSV) use mandatory for Road Condition Survey.

The deployment will help in enhancing the overall quality of the highways as NSV uses the latest survey techniques.

 ",1
"PIB S BULLETIN ON COVID19

Over 40 lakh vaccination doses were administered on day 3 of TIKAUTSAV.

 ️Cumulative Vaccination Coverage exceeds 10.85 crore.

 ️Permission for restricted use in emergency situations granted to Sputnik-V vaccine.

",1
"Bureau of Indian Standards (BIS) standards are now available free of cost for everyone.

Entire process of certification, including the grant of license, renewal of license, and inclusion is automated through 'Manak' online portal of e-BIS.

 ",1
"National Cadet Corps (NCC) remembers martyrs of JallianwalaBagh.

This tribute by the cadets filled the environment with patriotic fervour with many locals also joining the events. 

 ",1
"Union Minister kataria4ambala directs Officers of MSJEGOI for taking necessary steps to facilitate Vaccination of senior citizens.

 ",1
"EdCIL' pays the highest ever dividend of Rs 12.5 Crore for the year 2019-20.

The company registered a turnover of Rs. 326 Crore and a PBT of Rs. 56 Crore during the year 2019-20.

 ",1
"Approvals accorded under 'Production Linked Incentive' (PLI) scheme for promotion of domestic manufacturing of critical 'Key Starting Materials' (KSMs)/ Drug Intermediates and Active Pharmaceutical Ingredients (APIs) in the country.

 ",1
"PresidentKovind greets fellow citizens on the eve of the birth anniversary of Dr. Bhimrao Ramji Ambedkar. 

rashtrapatibhvn  

 ",1
"PresidentKovind greets people on the eve of Puthandu Pirappu, Rongali Bihu, Naba Barsha, and Vaisakhadi.

rashtrapatibhvn 

 ",1
"National Cooperative Development Corporation (NCDC) Secures  68.87 Million (Rs. 600 cr) loan from Deutsche Bank.

The Agreement will strengthen Indo-German Relations Union Minister nstomar. 

 ",1
"The air quality over DelhiNCR is likely to improve marginally but remain in 'Poor to Moderate' category on 13th April.

The air quality is likely to remain in the Moderate category on 14th &amp; 15th April.

 ",1
".CCI_India approves acquisition of 89.6% of equity shareholding of Gangavaram Port Limited by Adani Ports and Special Economic Zones Limited.

 ",1
"Infant, toddler and caregiver-friendly Neighbourhoods Training and Capacity Building Programme' launched.

'City officials' and 'Young Professionals' to be skilled through certified training and capacity building modules.

 ",1
"Haryana &amp; Odisha present their 'Annual Action Plans' under Jal Jeevan Mission (JJM).

Haryana reiterated their commitment to achieve the JJM target by 1st November 2022.

 Odisha plans for 100% saturation by 2024.

 ",1
"India is running the fastest Vaccination drive in the world

In 86 days we have administered more than 100 million Vaccine doses

- Secretary
MoHFW_INDIA ",1
"COVID19 Vaccine Supply Status

As on 13th April, 2021, 1100 AM  

 ️ Doses received by States/ UTs 13,10,90,370

 ️Total consumption including wastage 11,43,69,677

 ️Balance availability with States/ UTs 1,67,20,693

 ️Doses in supply pipeline to States/ UTs 2,01,22,960 ",1
"Coverage of COVID19Vaccination

As on 13th April, 2021, 0800 AM  

 Total doses administered 10,85,33,085
 People above 45 years 7,59,30,829
 Health Care Workers 90,33,621
 Front Line Workers 1,00,78,589

Unite2FightCorona LargestVaccinationDrive ",1
"Average daily new cases in Maharashtra have rose significantly and have reached over 57,000

Tests per million are growing but they are not keeping pace with the growth of average daily cases.

- Secretary, 
MoHFW_INDIA
 
 ",1
"Previous highest surge has been crossed and the trend is going upward

53 Central teams are helping the district and State administration in tacking the pandemic Secretary, 
MoHFW_INDIA
 
 Unite2FightCorona ",1
"Atal Innovation Mission collaborates with 'Bayer' to work towards healthcare and agriculture innovations.

A Statement of Intent (SoI) of a strategic partnership between AIM and Bayer was signed and exchanged to formalize the collaboration.

 ",1
"A rare 1968 short film on Dr. Babasaheb Ambedkar in NFAI collection.

The film in Marathi titled  Mahapurush Dr. Ambedkar  was produced by the Director of Publicity, Government of Maharashtra in July 1968. 

 ",1
".NITIAayog launches  Poshan Gyan , a digital repository on nutrition information.

The repository introduces a unique crowdsourcing feature that allows anyone to submit communication material for inclusion on the website.

 ",1
"Always follow COVID appropriate behaviour 

  Wear your mask properly 
  Regularly wash/sanitise your hands
  Maintain social distance 

Unite2FightCorona LargestVaccineDrive We4Vaccine ",1
" LIVE NOW 

Media briefing on current COVID19 situation in the country

LargestVaccineDrive Unite2FightCorona

  

 
 ",1
"Sushil Chandra takes over as the 24th Chief Election Commissioner of India 

Details ",1
"FreedomChronicles

Paying tributes to the freedom fighter Dr Satyapal

The prominent leader actively participated in the freedom movement and shook the foundation of the British colonial rule in India

JallianwalaBagh
UnSungHeroes ",1
"Union Minister PiyushGoyal inaugurates e-SANTA, an electronic marketplace providing a platform to connect aqua farmers and buyers.

It will raise income, lifestyle, self-reliance, quality levels, traceability and provide new options PiyushGoyal

 ",1
"Union Minister drharshvardhan addresses Tuberculosis Technical Consultants Network through video conference

Eliminating TB from India will have deeper ramifications for the whole world Dr Harsh Vardhan

Details ",1
".CCI_India to review the extant Confidentiality Regime as provided in Regulation 35 of the Competition Commission of India (General) Regulations, 2009 

Details ",1
"Centre fast tracks emergency approvals for foreign-produced COVID19 vaccines that have been granted emergency use authorization in other countries

It is to expand the basket of vaccines for domestic use and hasten the pace and coverage of vaccination

 ️",1
"Scientists discover the farthest Gamma-ray emitting active galaxy with narrow emission lines 

The active galaxy is called the Narrow-Line Seyfert 1 (NLS1) galaxy and is about 31 billion light-years away

IndiaDST 

Details ",1
"Remembering the legacy of Dr Saifuddin Kitchlew

He is remembered as the face of the protests against the Rowlatt Act that the British passed 102 years ago, in 1919.

AmritMahotsav
FreedomChronicles
JallianwalaBagh ",1
"A special vaccination team sent to remotely located Chowra Island in Nicobar to vaccinate the people at their doorstep under the ongoing TikaUtsav in A&amp;N Islands

LargestVaccineDrive 
Unite2FightCorona ",1
The media briefing on the 'current COVID19 situation in the country' has been rescheduled to 430 PM today. ,1
"The National Regulator (DCGI) grants permission for restricted use in emergency situations to Sputnik-V vaccine. 

LargestVaccineDrive 

 ",1
"Prime Minister narendramodi to address Association of Indian Universities  95th Annual Meet and National Seminar of Vice-Chancellors on 14th April 2021 at 11 AM through video conferencing.

 ",1
".DBTIndia provides additional funding under Mission COVID Suraksha for Gennova Biopharmaceuticals Ltd.'s novel mRNA-based COVID 19 Vaccine candidate  HGCO19.

 ",1
"COVID19 UPDATES

Over 40 Lakh doses given on Day-3 of TIKAUTSAV pushes cumulative coverage to 10.85 crore.

 ️ India continues to administer the highest average vaccine doses per day globally.

 ️ 10 States contribute 81% of the daily new cases.

 ",1
"102 years of JallianwalaBagh massacre today, India pays tributes to those martyrs who laid their lives in the JallianwalaBagh massacre in 1919.

JallianwalaBaghMassacre AmritMahostav ",1
" LIVE at 400 PM Media briefing on current COVID19 situation in the country

  National Media Centre, New Delhi

Unite2FightCorona LargestVaccineDrive 

  

 

 ",1
"Prime Minister narendramodi greets people on various festivals 

These festivals showcase India s diversity and the spirit of  Ek Bharat, Shreshtha Bharat PM Narendra Modi

 ️",1
"Prime Minister narendramodi pays tribute to martyrs of  JallianwalaBagh massacre 

 ️",1
"PresidentKovind appoints Sushil Chandra as the Chief Election Commissioner in the Election Commission of India 

ECISVEEP 

 ",1
"PIB S BULLETIN

Near 30 Lakh doses given on Day 1 of TIKAUTSAV pushes Cumulative Coverage to 10.45 crore; 

India s average doses per day cross 40 Lakh mark

10 States Contribute 81% of Daily New Cases; 70.16% of Active Caseload concentrated in 5 States

",1
"Let s not forget, COVID19 is not over yet. Wherever you are, make sure you take necessary precautions to stay safe from COVID19. 

Remember, Dawai Bhi, Kadai Bhi, Jeetegay Corona se Ladaai Bhi ",1
".NITIAayog launches India Energy Dashboards (Version 2.0).

India Energy Dashboards (IED) is an endeavour to provide single-window access to the energy data for the country.

 ",1
"10 day long multinational military exercise 'SHANTIR OGROSENA' culminates in Bangladesh.

The aim of the exercise was to strengthen defence ties and enhance interoperability amongst neighbourhood countries to ensure effective peace-keeping operations.

 ️",1
"As , it s our duty to get our loved one vaccinated, follow COVID-appropriate behaviour, and win this battle against COVID19

Each one, vaccinate one in this TikaUtsav

StaySafe  IndiaWillWin Unite2FightCorona ",1
"Union Minister drharshvardhan to launch a new mission `Aahaar Kranti .

The mission is aimed to spread the message of the need for a nutritionally balanced diet and seeks to promote better awareness, better nutrition, and better agriculture.

 ",1
"UPSC declares the final result of the Engineering Services Examination, 2020. 

 ",1
"Auction for Sale (Re-issue) of  3.96% GS 2022 , and  5.85% GS 2030  and  6.76% GS 2061 

 ",1
"Vice President MVenkaiahNaidu calls for ending every form of gender discrimination in the society while releasing a commemorative postage stamp in memory of the former chief of the Brahma Kumaris, Rajyogini Dadi Janki in New Delhi.

VPSecretariat

 ",1
".CCI_India approves acquisition of shareholding in Magma Fincorp Limited by Rising Sun Holdings Private Limited and Mr. Sanjay Chamria and Mr. Mayank Poddar

 ",1
"Raksha Mantri rajnathsingh to inaugurate the first bi-annual IAF Commanders' Conference for the year 2021  on 15 April 2021 at Air Headquarters (Vayu Bhawan).

 ",1
"Union Minister PiyushGoyal launches  DGFT Trade Facilitation App  for providing instant access to exporters/importers.

The App is a symbol of India s idea of Aatmanirbharta making governance easy, economical &amp; accessible PiyushGoyal 

 ️",1
"Quick estimates of Index of Industrial Production and use-based index for the month of February 2021 (BASE 2011-12=100).

 ",1
"Consumer Price Index Numbers on base 2012=100 for Rural, Urban and Combined for the month of March 2021.
 
 ",1
"Jammu &amp; Kashmir presents its 'Annual Action Plan' under Jal Jeevan Mission (JJM).

J&amp;K aims at covering all rural households under JJM by September 2022.

 ",1
"Lt. Governor of the Union Territory of Jammu &amp; Kashmir manojsinha_ &amp; Union Minister prahladspatel inaugurate mega tourism promotion event  Tapping the Potential of Kashmir Another Day in Paradise  being held in Srinagar

 ",1
"Union Minister DrJitendraSingh launches  75"" series Pension awareness to mark 75 years of India s independence.

 ",1
"Ceasefire Agreements with Naga groups extended for a further period of one year. 

 ",1
"Justice Chandrachud inaugurates 'Judgments &amp; Orders portal and e-filing 3.0 module'.

The portal is a repository of judgments pronounced by various High Courts in the country and provides facility to search judgments &amp; final orders. 

 ",1
"Vice President MVenkaiahNaidu wishes the nation ahead of the upcoming festivals 'Ugadi, GudiPadava, Chaitra Sukladi, Cheti Chand, Vaisakhi, Vishu, Puthandu, Vaishkhadi and Bohag Bihu 

VPSecretariat 

 ",1
"WeatherUpdate Scattered to fairly widespread rainfall with thunderstorm, lightning &amp; gusty winds very likely over SW Peninsular India during next 5 days; Isolated heavy rainfall also likely over South &amp; Ghat areas of TN &amp; Kerala during 14-16th April

 ️",1
"Citizens above 45 years of age are registering &amp; getting the COVIDVaccination. 

If eligible, register yourself through the CoWIN portal 

LargestVaccineDrive  ",1
".icarindia awarded for excellence in dissemination of agricultural practices and technologies in Leh

The team's work has been recognised for improving livelihood and subsistence production systems in remote areas

 ",1
".CSIR_CMERI exhibits its technologies in the  Conclave and Techno-Fair on Transforming Meghalaya State through Science and Technology Interventions  at the State Convention Centre, Shillong, Meghalaya.

 ",1
"COVID19 UPDATES

Near 30 Lakh doses given on Day 1 of TIKAUTSAV pushes Cumulative Coverage to 10.45 crore

 ️Average doses per day cross 40 Lakh mark, continues to be highest globally

 ️10 States Contribute 81% of the Daily New Cases

 ",1
"Union Minister DrRPNishank presents AICTE Lilavati Awards 2020 on WomenEmpowerment 

India is a country where 'Nari Tu Narayani' has been an integral part of our ethos and culture DrRPNishank 

Details ",1
"Union Minister DrJitendraSingh calls for celebrating TeekaUtsav by facilitating vaccination for those who are eligible; says, ""It is our social responsibility to help our friends and acquaintances to overcome unwarranted apprehensions about COVID19""

 ️",1
"All domestic manufactures of Remdesivir advised to display on their website, details of their stockists/distributors to facilitate access to the drug

 ️Drugs inspectors &amp; other officers to verify stocks and check their malpractices (2/2)

 ",1
"Government of India has prohibited the exports of Injection Remdesivir and Remdesivir Active Pharmaceutical Ingredients (API) till COVID situation in the country improves (1/2)

Details  ",1
"English rendering of Prime Minister narendramodi's   message on TikaUtsav 

 ",1
"India s Cumulative Vaccination Coverage achieves a landmark of 10 crore with over 35 Lakh doses given in the last 24 hours

Continues to administer highest average doses per day

 

Unite2FightCorona ",1
"TikaUtsav is beginning of second major war against Corona Prime Minister narendramodi 

Make targets at personal, social and administration level for  Tika Utsav  and make effort to achieve them PM narendramodi 

 ",1
"Steps taken by the Government to ensure fertilizer availability during Kharif 2021 season in the country 

 ",1
